wkt_geom,GRID_ID,Entity Type
"MultiPolygon (((-3.54366807923299865 50.39766815376385978, -3.54503797627193995 50.39607600683768851, -3.54788000428133632 50.3960381979283909, -3.54935233269426886 50.39759253588243126, -3.54798253536330632 50.39918472904990665, -3.54514031280250785 50.3992225414335735, -3.54366807923299865 50.39766815376385978)))",ARO-3373,Hex
"MultiPolygon (((-3.49632721802710789 50.38412148622978748, -3.49769830312644281 50.38252991719475915, -3.50053950683830362 50.38249327315723036, -3.50200981350234652 50.38404819784782518, -3.50063883681388033 50.38563982349339199, -3.4977974449916398 50.38567646970572156, -3.49632721802710789 50.38412148622978748)))",ARZ-3378,Hex
"MultiPolygon (((-3.5390482155403129 50.38671174276490916, -3.54041795411048943 50.38511965075553434, -3.54325929458660038 50.38508197819650292, -3.54473109843884382 50.38663638387175325, -3.54336147348752917 50.38822851977853645, -3.54051992964666784 50.38826620613254192, -3.5390482155403129 50.38671174276490916)))",ARP-3377,Hex
"MultiPolygon (((-3.54397479047433439 50.40710779729465685, -3.54534496722910397 50.40551563677651359, -3.54818755600376612 50.40547782430202517, -3.54966011400871517 50.40703220054547984, -3.54829007277756192 50.40862438337962459, -3.54544730491966664 50.40866219369117829, -3.54397479047433439 50.40710779729465685)))",ARO-3370,Hex
"MultiPolygon (((-3.54767502903016574 50.38974511708245529, -3.54904456444670746 50.38815292681417191, -3.55188610007913885 50.38811502631828887, -3.55335830556413867 50.38966930362809649, -3.55198892886033635 50.39126151550959776, -3.54914718648904826 50.39129942967466036, -3.54767502903016574 50.38974511708245529)))",ARN-3376,Hex
"MultiPolygon (((-3.61337291109461445 50.44079263787412515, -3.61474170084617485 50.43919966776063291, -3.61758616887939954 50.43916014325692743, -3.61906203654306902 50.44071358453911813, -3.61769335329497377 50.44230660017131385, -3.61484869284320665 50.44234613341644291, -3.61337291109461445 50.44079263787412515)))",AQY-3359,Hex
"MultiPolygon (((-3.50896325176085178 50.37923642750038766, -3.51033378542616603 50.37764471784929299, -3.51317467641961567 50.37760776612209668, -3.51464522622442344 50.37916252470761691, -3.51327479727395708 50.38075428657049315, -3.51043371519840486 50.38079123761764322, -3.50896325176085178 50.37923642750038766)))",ARW-3379,Hex
"MultiPolygon (((-3.60062528763250622 50.44254276198990539, -3.60199457509261567 50.44094992412788514, -3.60483916181019737 50.44091071223574119, -3.60631466394441791 50.4424643239569761, -3.60494547840654 50.44405721373215812, -3.60210069833727919 50.44409643206002869, -3.60062528763250622 50.44254276198990539)))",ARB-3359,Hex
"MultiPolygon (((-3.53504002919045179 50.39463450984832349, -3.53641014235981022 50.39304246088473604, -3.53925198718811007 50.39300486758907027, -3.54072391574831302 50.39455931729744265, -3.53935390919196635 50.39615141436307511, -3.5365118660449566 50.39618901363638059, -3.53504002919045179 50.39463450984832349)))",ARQ-3374,Hex
"MultiPolygon (((-3.57638168132112932 50.48379574955098548, -3.57775287347085857 50.48220330965897062, -3.58059996150531346 50.48216461691956169, -3.58207603639661354 50.48371839676133987, -3.58070492381135397 50.48531094582462231, -3.57785765270340761 50.48534962453298647, -3.57638168132112932 50.48379574955098548)))",ARH-3346,Hex
"MultiPolygon (((-3.62179911698050594 50.43752751833188341, -3.62316752894647998 50.43593445345831583, -3.62601178002041635 50.43589473347881125, -3.6274878148710954 50.43744806849395701, -3.62611951807165456 50.43904117294372469, -3.62327507420866946 50.43908090085984952, -3.62179911698050594 50.43752751833188341)))",AQW-3360,Hex
"MultiPolygon (((-3.50814740589568386 50.48784822687225926, -3.50952101091343938 50.48625651019005289, -3.51236837781321087 50.48621957327130616, -3.51384233429538639 50.48777434902242334, -3.51246883771152341 50.48936611494546867, -3.50962128027988207 50.48940305478690505, -3.50814740589568386 50.48784822687225926)))",ARX-3345,Hex
"MultiPolygon (((-3.55157772648819403 50.37867554568293116, -3.55294676465070491 50.37708333765267099, -3.5557875966795458 50.37704536699007463, -3.55725957773615153 50.37859960020055183, -3.55589064166712054 50.38019185770539821, -3.55304962103094502 50.38022983254418108, -3.55157772648819403 50.37867554568293116)))",ARM-3379,Hex
"MultiPolygon (((-3.47751268259588731 50.46463207258543093, -3.47888665711283229 50.46304070921198104, -3.48173266978154361 50.46300452888200283, -3.48320489167494163 50.46455971061277523, -3.4818310161474173 50.46615112612555976, -3.47898481924430403 50.46618730808836517, -3.47751268259588731 50.46463207258543093)))",ASE-3352,Hex
"MultiPolygon (((-3.54747005320881348 50.38345207979945428, -3.54883937337710886 50.38185991520050067, -3.55168049773470385 50.3818220417117999, -3.55315249583329651 50.38337632462161508, -3.5517832894264969 50.38496853441854029, -3.54894196352243574 50.38500641965823235, -3.54747005320881348 50.38345207979945428)))",ARN-3378,Hex
"MultiPolygon (((-3.58418699597276325 50.4616551477025439, -3.58555732413997141 50.46006260544278632, -3.58840307256195423 50.46002381436775153, -3.58987868139640032 50.46157756105255743, -3.588508457061518 50.46317015081515933, -3.58566252430517629 50.46320894099552135, -3.58418699597276325 50.4616551477025439)))",ARF-3353,Hex
"MultiPolygon (((-3.4881973530260737 50.39681715625496849, -3.48956906212651763 50.39522567639034634, -3.4924110402820685 50.39518923667507977, -3.49388149789917213 50.39674427566824733, -3.4925098902319629 50.39833581238728044, -3.48966772231819267 50.39837225222144212, -3.4881973530260737 50.39681715625496849)))",ASB-3374,Hex
"MultiPolygon (((-3.61251791929332144 50.41562105146844885, -3.61388596752339719 50.41402813360199531, -3.61672894184972549 50.41398865176816457, -3.6182040406669711 50.41554209111833984, -3.61683610489374407 50.41713505514668725, -3.61399294399943027 50.41717454012693622, -3.61251791929332144 50.41562105146844885)))",AQY-3367,Hex
"MultiPolygon (((-3.6040949514430376 50.41888541986337202, -3.60546341867564646 50.41729257925496199, -3.60830659909542284 50.41725330234765323, -3.6097815030796534 50.41880685991371536, -3.60841317399139871 50.42039973673026765, -3.60556980534753713 50.42043901883431545, -3.6040949514430376 50.41888541986337202)))",ARA-3366,Hex
